order_item_id,order_id,product_id,quantity,unit_price,discount_amount,total_amount,warehouse_id,delivery_days,returned_flag
3879,917,703,7,306.23,22.31,2000.16,12,9,0
3880,4078,3491,8,290.11,12.98,2169.2,1,5,0
3881,797,4661,7,468.07,11.81,1763.38,12,14,0
3882,3644,3627,1,315.77,17.93,2537.89,3,12,0
3883,2558,2607,4,228.47,6.41,1085.14,18,10,0
3884,4214,1082,7,449.16,4.7,105.79,12,8,0
3885,706,1258,6,308.96,3.38,352.43,11,3,0
3886,180,2008,6,358.56,29.07,1290.85,6,2,0
3887,2455,131,6,315.2,19.8,1183.15,19,9,0
3888,4482,2072,6,88.87,16.67,1346.73,8,3,0
3889,1238,2662,6,66.31,26.48,1621.43,12,8,0
3890,4949,2014,6,314.16,9.87,1229.45,8,2,0
3891,1660,2199,8,457.43,15.3,148.28,4,13,1
3892,1823,3995,2,482.01,4.22,2401.15,6,10,1
3893,89,703,1,497.73,18.19,2804.81,6,6,0
3894,3463,123,6,422.78,26.95,1741.29,9,10,0
3895,4121,4370,7,185.12,22.41,1409.23,4,2,1
3896,2144,4264,9,308.69,17.19,350.94,12,4,0
3897,2170,2630,3,306.48,15.62,2770.4,15,4,0
3898,2746,370,1,271.09,18.05,1091.38,1,8,1
3899,1597,4369,6,372.32,18.86,2328.46,9,10,0
3900,1352,3051,5,89.14,18.38,588.2,14,5,0
3901,134,2741,4,98.4,14.01,2727.81,5,9,0
3902,3191,1472,7,472.61,18.78,2138.9,6,11,0
3903,1559,2171,5,420.73,15.63,946.97,3,13,0
3904,3151,2301,4,410.17,12.67,2277.89,7,13,0
3905,2006,3892,9,244.14,15.66,919.81,7,13,0
3906,676,2897,8,286.05,24.61,652.06,15,3,0
3907,963,4121,4,314.32,27.22,2424.99,11,4,0
3908,393,3628,4,150.52,19.16,2790.54,19,1,0
3909,453,1502,9,150.88,25.85,165.11,19,10,0
3910,12,491,8,94.04,0.13,270.23,18,10,0
3911,4161,552,7,282.3,28.22,2659.8,14,9,0
3912,3809,2560,1,85.94,0.24,2842.25,5,8,0
3913,533,4817,4,104.57,28.05,2121.76,20,7,0
3914,1726,3013,1,451.75,5.39,1297.3,9,5,0
3915,2651,44,5,265.35,2.8,1556.86,18,14,0
3916,4610,1456,4,311.44,26.56,1119.26,11,8,0
3917,3464,3513,7,71.48,0.5,2832.1,1,11,0
3918,2993,2346,8,107.0,24.82,2047.67,13,13,0
3919,2057,1002,1,53.63,6.08,2844.52,11,2,0
3920,4006,3747,5,139.4,11.98,2712.95,9,3,0
3921,2819,1163,7,441.37,0.25,2059.32,4,5,0
3922,4950,2332,3,444.88,29.15,709.52,4,11,0
3923,1860,3244,9,338.43,13.28,1353.43,10,13,0
3924,2509,1152,8,438.46,13.01,2024.9,15,9,0
3925,4824,3458,5,99.52,0.7,1412.12,11,3,0
3926,1154,2665,3,78.26,5.58,1333.14,1,6,0
3927,1679,1569,3,383.92,5.85,1275.0,19,14,0
3928,1752,4772,3,494.88,0.33,544.29,16,14,0
3929,2458,3466,2,360.23,5.11,1162.6,6,1,0
3930,3688,1980,1,23.33,28.19,2963.61,3,11,0
3931,4789,1709,1,96.02,17.48,776.96,4,7,1
3932,3055,4922,9,127.51,0.53,938.38,3,5,0
3933,2565,2941,7,214.26,6.46,2890.39,9,2,0
3934,4270,2395,7,114.37,12.42,1541.06,16,3,0
3935,3111,547,2,35.01,5.15,2317.53,17,11,0
3936,4896,4331,4,132.87,4.71,746.47,18,10,0
3937,4959,4642,8,178.73,28.76,1213.97,13,10,0
3938,1992,2754,6,145.39,29.78,1870.64,10,2,1
3939,3601,3002,4,18.76,18.7,759.07,18,2,0
3940,1152,217,3,464.17,26.0,1160.47,4,8,0
3941,2535,4653,2,272.99,13.06,1433.17,6,4,1
3942,4850,1885,4,425.03,0.18,2526.01,6,1,0
3943,1196,247,4,12.64,17.5,2081.09,16,6,0
3944,4431,508,1,399.55,4.98,2749.98,20,8,0
3945,2349,4238,8,353.7,17.29,2901.18,14,5,0
3946,4700,1259,8,488.66,26.76,1423.65,3,2,1
3947,4272,4656,6,61.76,22.5,1265.85,11,12,0
3948,2726,1267,5,323.11,7.75,1686.02,13,10,0
3949,1928,1825,1,15.49,24.28,2694.63,2,5,0
3950,509,1923,8,181.71,21.34,69.06,18,12,0
3951,691,1263,7,319.7,28.06,703.61,1,13,0
3952,1900,3252,3,466.38,18.63,2514.43,15,6,0
3953,3628,4784,7,46.04,29.42,1570.95,13,1,0
3954,1581,1706,7,247.18,15.83,2501.56,15,3,0
3955,407,3488,2,123.0,15.75,1958.21,2,10,0
3956,558,4580,3,112.04,0.57,2440.97,5,2,0
3957,771,3499,7,345.71,28.09,1261.01,18,1,0
3958,3806,1508,9,18.5,12.93,39.81,17,6,0
3959,2496,4492,6,317.72,26.05,2025.24,17,4,0
3960,2393,467,4,85.38,11.57,1496.15,19,6,0
3961,4044,959,4,12.3,27.82,2950.23,5,14,0
3962,434,232,8,274.14,28.48,369.52,16,4,0
3963,1172,1789,8,60.63,0.63,1862.39,16,4,0
3964,3222,586,9,282.94,21.27,910.67,15,4,0
3965,3453,2401,4,143.84,0.96,1512.04,17,7,0
3966,3104,2991,5,143.02,2.95,229.29,18,8,0
3967,4469,99,8,403.66,1.21,2584.4,1,14,0
3968,2803,4625,8,357.35,0.91,2675.53,17,5,0
3969,1050,1911,3,414.73,12.34,1479.92,4,14,0
3970,300,1227,5,215.37,13.57,259.75,15,1,0
3971,264,1188,2,60.61,14.07,1747.62,17,6,0
3972,3851,549,6,382.94,4.67,867.17,4,12,0
3973,2792,287,5,434.25,8.04,84.68,11,11,0
3974,528,2019,8,296.01,22.61,2490.81,3,1,0
3975,873,4764,2,114.11,10.5,395.83,9,13,0
3976,4036,4161,7,384.56,7.82,2776.16,11,3,0
3977,2826,2207,5,26.89,10.14,1992.67,10,6,0
3978,3323,2164,5,175.21,26.84,437.77,6,4,0
3979,3643,3112,5,198.45,26.73,806.11,5,11,0
3980,2613,4955,5,169.12,13.14,2930.09,13,2,0
3981,2601,2331,1,472.69,25.75,1949.16,12,8,0
3982,2565,1725,8,416.96,11.01,1451.38,18,6,0
3983,4099,4945,2,267.55,2.35,2862.67,17,3,0
3984,2921,500,7,467.9,13.61,100.97,20,8,0
3985,1308,1689,5,82.25,27.15,1156.64,9,2,0
3986,4262,3678,4,52.72,2.05,2456.55,14,13,0
3987,4674,360,2,195.42,7.45,2865.84,11,13,0
3988,4883,1914,4,495.5,1.51,2354.45,15,8,0
3989,2706,4243,6,452.33,22.79,1915.45,13,9,0
3990,62,4164,9,114.85,24.34,394.5,4,6,0
3991,2086,4239,5,465.36,26.79,1615.06,10,11,0
3992,4568,3067,3,317.4,2.43,1728.23,16,12,0
3993,4824,3301,3,158.03,19.58,2486.55,15,8,0
3994,2487,1807,5,409.55,15.81,2010.49,6,14,0
3995,1403,3575,4,429.07,7.76,2537.93,4,10,0
3996,3202,609,8,5.25,20.35,1746.24,12,8,0
3997,2659,721,1,71.68,0.51,415.18,16,8,0
3998,135,59,3,375.96,3.77,2250.28,15,1,0
3999,35,1593,5,308.0,27.39,1912.16,17,10,1
4000,2987,4790,4,134.36,19.16,1051.02,7,10,0
4001,656,1832,1,140.95,3.24,2460.53,14,11,0
4002,1944,3172,5,59.97,19.71,2650.82,13,2,0
4003,398,269,1,216.52,7.7,2204.35,1,14,0
4004,1460,2840,8,35.38,10.11,1457.19,6,2,0
4005,1111,4445,6,343.43,3.28,934.82,11,8,0
4006,3685,497,7,126.46,21.82,693.44,6,4,0
4007,1440,4398,9,441.18,8.68,2493.47,10,3,0
4008,4822,3967,8,52.0,4.66,1955.84,10,12,0
4009,2066,770,1,347.56,29.33,1925.8,16,9,0
4010,3498,2870,2,435.95,5.07,609.34,7,5,0
4011,4183,592,2,353.51,18.72,1671.31,1,14,1
4012,4315,2548,3,463.47,3.88,2962.64,4,2,0
4013,3042,4954,5,167.63,28.71,1345.58,5,11,0
4014,3721,4285,6,71.93,13.74,1659.53,19,13,1
4015,3217,1386,3,178.04,18.18,2629.18,11,10,0
4016,398,1220,6,300.09,1.66,2622.53,4,2,0
4017,4818,1669,6,473.16,28.37,207.5,2,5,0
4018,371,4244,3,151.29,19.9,2709.51,11,1,0
4019,3529,1704,4,344.27,4.24,1971.73,7,12,0
4020,4767,93,4,54.8,15.79,1033.92,15,14,0
4021,483,3545,1,137.73,25.02,2302.88,5,8,0
4022,703,4690,1,84.09,22.47,1470.03,7,12,1
4023,1536,1430,4,241.92,27.49,1648.92,11,5,0
4024,785,4936,8,468.71,28.46,1916.88,19,6,0
4025,4356,3752,9,457.99,0.98,2421.27,13,7,0
4026,4009,943,6,216.43,19.18,1420.44,8,7,1
4027,2816,3069,3,429.52,1.7,785.95,15,7,0
4028,1084,458,1,218.58,0.16,1841.01,18,11,0
4029,2043,4305,4,207.48,2.44,2915.03,3,9,0
4030,2302,4654,2,442.83,29.74,301.34,18,9,0
4031,846,3440,7,20.14,0.04,29.87,13,6,0
4032,1580,3284,3,440.95,19.79,1170.91,7,5,0
4033,4827,1309,8,418.16,18.39,1636.72,3,8,0
4034,23,1172,9,104.45,23.68,1537.8,3,5,1
4035,458,2515,4,206.15,20.14,952.09,8,12,0
4036,4285,1867,5,426.42,28.21,2800.74,6,3,0
4037,149,624,5,281.24,25.63,739.28,15,4,0
4038,560,2663,8,365.59,8.44,375.97,2,13,0
4039,3595,3094,1,82.3,26.31,678.95,6,13,0
4040,2957,435,6,239.58,8.38,300.72,15,9,0
4041,2767,377,2,258.01,19.78,2539.13,13,3,0
4042,4787,4614,9,51.96,7.36,1210.64,15,5,0
4043,1997,3349,7,165.83,28.15,2493.64,16,9,0
4044,1880,4928,9,368.32,21.16,1917.51,16,4,1
4045,3607,4502,4,89.17,14.39,1428.89,7,4,0
4046,1522,3782,5,312.6,24.08,315.94,7,1,0
4047,2850,2915,7,42.09,0.81,121.05,13,10,0
4048,707,3254,3,43.29,19.08,1676.5,18,12,0
4049,2254,1699,8,348.87,0.94,608.11,4,2,0
4050,2365,2414,7,496.34,6.84,1334.69,4,1,0
4051,4801,4397,6,184.98,9.38,2839.82,20,3,0
4052,93,4600,8,309.78,22.52,409.7,14,13,0
4053,524,4789,2,311.5,27.56,2122.6,20,12,0
4054,1340,2233,5,91.94,11.06,644.16,11,13,0
4055,819,2633,9,470.52,18.54,730.32,1,2,0
4056,4329,1104,8,266.23,23.32,1919.57,6,4,0
4057,1607,3275,1,198.46,25.38,401.32,16,3,0
4058,3683,2096,8,71.71,28.88,1169.14,14,3,0
4059,4935,469,2,283.35,23.47,1146.82,4,8,0
4060,3033,2346,7,451.76,0.98,1371.4,11,3,0
4061,2144,3770,1,257.61,3.06,962.32,2,11,0
4062,3243,724,3,66.03,25.01,827.37,20,5,1
4063,1020,849,7,142.38,8.39,2348.02,4,8,0
4064,2010,1503,1,493.87,2.47,248.47,2,5,0
4065,3129,3060,9,203.67,28.73,2550.96,8,7,1
4066,4321,4946,4,492.63,11.4,2516.77,9,10,0
4067,1443,2720,5,275.14,10.99,2798.53,17,5,0
4068,4947,3706,3,356.52,3.46,726.8,8,10,0
4069,4193,814,9,114.15,24.77,2749.99,19,8,0
4070,4036,1670,6,493.7,13.55,1356.79,7,5,0
4071,2785,3397,7,9.25,9.07,2054.43,18,2,0
4072,2353,2477,8,429.04,24.82,2556.82,9,9,0
4073,2052,4249,1,345.83,25.61,197.26,12,11,0
4074,2076,977,1,331.31,21.42,113.81,17,6,0
4075,2112,2617,6,161.06,12.76,613.41,8,4,0
4076,584,1650,6,97.1,8.99,1686.61,19,5,0
4077,1164,2656,1,313.78,15.45,2336.53,5,11,0
4078,1194,3553,8,458.03,16.74,2328.65,7,13,0
4079,3346,571,7,129.0,17.01,2680.26,12,10,0
4080,1820,2516,7,404.14,22.42,1673.5,15,14,0
4081,4192,3631,4,48.8,1.8,1685.07,11,13,0
4082,3934,2314,5,125.3,19.45,244.43,8,8,0
4083,2646,4011,8,32.33,26.06,2298.17,18,3,0
4084,1586,1703,9,194.18,3.94,1446.93,14,3,0
4085,1733,1491,4,349.65,16.61,634.02,13,7,0
4086,1923,2530,9,250.41,20.64,384.02,9,13,0
4087,2999,3876,9,271.24,28.83,2668.65,20,12,0
4088,2835,4472,9,289.6,2.89,1733.46,9,12,0
4089,4114,1172,3,115.55,21.81,1858.42,2,1,0
4090,670,4142,4,170.09,17.49,729.87,7,9,0
4091,2031,69,5,230.17,10.24,1655.43,2,9,0
4092,4600,63,6,289.0,1.52,485.5,14,2,0
4093,3557,4264,6,424.3,9.88,1262.43,14,4,0
4094,840,680,1,233.62,24.79,745.81,8,9,0
4095,2045,3997,4,385.63,19.04,508.0,17,4,0
4096,657,2370,7,63.31,6.85,2400.41,10,8,0
4097,184,3363,8,69.24,29.79,1988.45,2,13,0
4098,3086,27,8,147.65,22.38,2400.74,19,13,0
4099,1727,1471,6,162.51,5.67,2509.36,16,13,1
4100,2639,1401,3,315.0,23.44,1175.39,1,3,0
4101,4452,4125,4,113.56,24.94,2271.03,6,4,0
4102,3602,1187,4,74.96,26.12,2204.49,17,14,0
4103,2024,3059,6,324.73,22.19,747.54,13,13,0
4104,1381,3583,4,498.67,2.41,2070.54,12,1,0
4105,3807,4762,5,496.07,24.41,2785.09,19,13,0
4106,4109,2659,6,461.41,27.83,2060.57,1,4,0
4107,1353,1940,3,35.72,14.99,988.77,19,14,1
4108,1774,3772,3,383.32,22.83,2108.83,7,6,0
4109,2880,2296,7,195.16,15.13,1747.92,7,10,0
4110,1510,4618,1,412.0,19.22,2419.09,6,13,0
4111,1863,542,4,28.95,19.41,822.57,8,11,0
4112,152,1611,3,419.29,13.58,495.08,9,11,0
4113,1508,3728,5,311.81,10.64,1303.22,6,7,0
4114,2698,1415,2,44.7,13.08,1882.65,9,6,0
4115,767,4214,9,479.43,17.43,299.41,11,4,0
4116,2420,1576,5,436.89,15.81,797.06,1,12,0
4117,3862,1,4,346.09,19.26,509.42,1,14,0
4118,1414,4397,4,187.75,1.39,2313.06,13,8,0
4119,3378,2430,7,257.3,13.8,2116.35,11,7,0
4120,3035,297,4,18.51,2.12,1879.99,5,1,0
4121,812,2372,8,337.57,22.66,1394.56,16,1,0
4122,1222,3586,1,477.92,8.04,1347.92,16,11,0
4123,4359,1297,6,113.22,10.37,1557.0,15,13,1
4124,1526,1417,9,206.72,19.63,2457.39,3,9,0
4125,1571,1324,5,431.63,10.4,1792.59,7,9,0
4126,1118,1464,5,37.74,21.89,2241.92,11,9,0
4127,2891,79,4,163.39,25.86,790.98,17,8,0
4128,3136,1723,9,471.04,19.11,1438.52,19,9,0
4129,766,2690,2,385.65,4.69,1894.88,5,1,0
4130,4126,4098,9,45.06,13.49,952.29,4,13,0
4131,2490,1084,6,234.91,21.98,1563.19,18,2,0
4132,570,3476,8,258.71,8.17,2521.91,8,9,0
4133,1931,2718,4,371.51,28.46,241.28,6,4,0
4134,1094,3797,4,111.12,28.3,2428.86,13,10,0
4135,1747,2193,1,121.61,10.15,1813.42,2,11,0
4136,800,3992,6,427.08,18.42,1239.7,15,5,0
4137,1457,2022,2,116.09,11.65,1688.13,11,1,0
4138,4058,3012,5,226.54,21.78,1821.76,6,14,0
4139,4467,1185,3,349.09,23.79,2344.4,10,11,0
4140,1513,1250,2,264.82,5.0,2408.35,18,2,0
4141,3582,182,1,458.1,15.62,2222.64,4,2,0
4142,4547,1339,9,258.02,10.38,61.16,6,5,0
4143,2010,520,1,107.72,27.76,1675.75,13,5,0
4144,4862,4976,8,416.66,5.91,1299.89,16,9,0
4145,3888,1695,6,390.51,28.39,1733.14,19,12,0
4146,3791,4672,4,105.11,12.58,1820.36,17,5,0
4147,2406,4101,9,386.72,26.21,1852.19,17,10,0
4148,961,1194,1,164.52,13.93,1056.44,12,8,0
4149,974,3434,4,284.82,18.42,1346.4,20,8,0
4150,4451,797,7,485.59,29.64,57.76,9,3,0
4151,1014,1934,4,26.92,21.95,2806.98,14,3,0
4152,3977,1204,1,89.49,5.84,2964.07,18,3,0
4153,1499,4277,4,305.02,7.9,1208.83,7,5,1
4154,4841,816,6,29.79,13.89,1264.64,15,1,0
4155,4256,2970,8,59.44,17.58,1383.98,1,10,0
4156,2617,1236,2,308.43,1.83,887.41,15,8,0
4157,702,2975,9,421.53,1.31,1312.19,18,13,0
4158,2144,1563,7,275.14,13.72,1082.36,15,5,0
4159,710,2277,6,97.45,15.71,68.49,1,4,0
4160,2101,2653,3,70.04,2.39,388.68,11,11,0
4161,2860,1115,4,411.21,14.26,245.21,13,10,0
4162,4412,3844,8,451.86,23.42,723.99,16,3,0
4163,3239,715,7,378.57,16.47,308.34,2,1,0
4164,2544,2168,6,113.66,14.33,698.29,16,9,0
4165,2813,4229,7,179.26,2.14,22.12,11,13,0
4166,4703,51,9,218.22,29.42,2966.45,9,9,1
4167,3872,578,5,66.5,16.24,336.63,12,2,1
4168,681,3112,5,130.44,13.48,2521.84,4,5,0
4169,3668,1997,7,364.68,2.21,315.21,2,2,0
4170,169,632,7,392.28,22.1,940.89,6,8,0
4171,502,3957,5,95.31,8.27,2825.25,12,11,0
4172,3592,3355,8,166.68,2.41,939.28,5,1,0
4173,4817,2555,6,249.7,21.6,1967.36,18,9,0
4174,2100,4305,4,91.67,14.42,961.65,1,5,0
4175,1204,991,9,432.26,1.69,2829.24,2,7,0
4176,1267,4278,2,154.77,25.49,41.32,12,3,0
4177,4813,3450,2,127.71,13.42,760.89,10,6,0
4178,2597,4299,5,447.31,4.32,1245.4,1,14,0
4179,1828,2569,3,338.45,10.16,2475.16,5,9,0
4180,1685,2951,3,258.67,0.86,1723.33,10,9,0
4181,1967,4166,7,58.09,29.4,2685.46,16,10,0
4182,2654,3295,5,76.93,22.49,2652.34,14,1,0
4183,4499,471,6,115.8,1.47,2866.4,20,13,0
4184,4349,3493,3,113.18,7.21,556.29,5,2,0
4185,4840,2508,8,444.07,14.29,1272.69,19,10,1
4186,4687,4013,5,471.21,21.51,1288.03,9,5,0
4187,3736,2898,8,211.36,19.05,377.91,3,5,0
4188,4045,4093,4,104.3,13.24,2835.87,12,8,0
4189,4952,3011,4,140.48,16.4,1094.58,7,11,0
4190,3329,4784,5,16.6,1.29,1921.4,9,5,0
4191,2155,1233,8,111.47,29.97,1816.47,14,11,0
4192,4723,3213,4,12.68,26.01,718.53,1,12,0
4193,722,3644,6,481.07,9.68,1721.02,10,12,0
4194,1971,3192,8,313.7,3.23,776.42,16,14,0
4195,997,414,3,338.69,18.86,864.71,7,6,0
4196,1211,4297,6,45.76,27.49,1655.99,17,1,1
4197,4363,26,7,233.2,20.54,1375.92,17,6,0
4198,4252,380,8,218.69,2.04,1275.61,5,4,0
4199,4021,930,5,419.12,11.38,1186.06,4,10,1
4200,3234,1604,4,390.81,21.56,2266.51,9,10,0
4201,4793,3662,4,210.64,7.26,849.91,4,1,1
4202,3433,816,3,365.22,19.29,944.85,15,14,0
4203,2048,2630,2,47.95,17.53,1742.19,4,14,0
4204,257,3576,6,130.53,2.89,2893.29,20,4,0
4205,1167,4553,1,89.25,22.12,880.35,20,14,1
4206,2968,920,6,364.1,13.12,1253.96,9,12,0
4207,1960,845,5,442.12,4.82,393.73,2,10,0
4208,3142,3688,2,311.25,27.81,1926.03,12,11,0
4209,3015,4441,5,334.19,22.36,761.15,8,14,0
4210,67,4894,7,297.54,21.71,1582.8,4,1,0
4211,3096,2978,1,297.32,13.41,1265.98,5,8,0
4212,894,1687,5,109.87,19.31,2329.89,14,9,0
4213,3020,847,8,14.08,19.22,2500.35,1,13,1
4214,696,2810,8,100.17,4.11,2214.9,1,6,0
4215,445,3433,8,162.93,26.4,1356.54,18,5,0
4216,1818,2424,1,203.13,24.52,1250.79,6,12,0
4217,4417,4926,8,362.07,4.12,1242.95,2,9,0
4218,1793,3638,8,12.71,9.68,1509.88,16,5,0
4219,3196,354,5,291.91,2.07,1860.63,20,5,0
4220,3306,4801,6,150.76,10.36,979.16,19,1,0
4221,3331,4922,2,94.16,21.9,2198.79,5,7,0
4222,4714,3990,2,145.57,0.11,2719.9,6,1,0
4223,1752,4789,1,186.52,15.2,212.31,9,3,0
4224,204,1933,3,425.87,26.02,74.7,15,3,0
4225,1102,3491,2,129.13,9.34,2029.9,14,2,0
4226,1639,1557,8,266.23,21.73,1941.2,10,6,0
4227,545,584,5,369.64,1.64,1380.55,3,10,0
4228,21,1181,7,463.95,16.72,2486.43,9,3,0
4229,655,3716,2,21.4,26.31,2250.79,6,7,0
4230,3631,3779,8,389.27,12.24,2900.33,11,4,0
4231,4832,4467,1,126.36,18.68,2509.19,18,11,0
4232,1765,875,4,420.49,19.02,254.81,2,3,0
4233,1781,1540,7,78.07,21.96,1253.91,5,3,0
4234,4915,91,1,336.32,6.85,1075.88,18,4,0
4235,4897,1134,3,370.83,22.44,2506.72,1,4,0
4236,2018,378,3,262.43,7.13,714.6,8,7,0
4237,491,1719,5,175.5,17.94,338.81,6,7,0
4238,4478,460,3,82.9,4.8,243.39,18,10,0
4239,3692,1052,4,56.94,22.09,1690.29,10,13,0
4240,3019,2108,6,379.04,8.62,924.73,9,8,0
4241,2024,2036,4,34.74,19.54,576.07,11,4,0
4242,3061,4469,1,293.39,4.69,2729.38,12,14,0
4243,1161,1902,7,19.32,6.93,54.89,16,1,1
4244,287,2629,8,233.14,24.52,1329.22,7,3,1
4245,1693,3833,7,73.48,2.79,1461.91,17,11,0
4246,2381,2828,5,327.08,2.93,1621.64,19,1,1
4247,2186,100,7,126.31,23.22,2284.69,13,11,0
4248,1618,4959,7,178.46,3.7,29.09,19,10,1
4249,2427,968,1,381.3,26.85,717.72,11,8,0
4250,3739,3339,8,303.81,4.18,2346.51,18,13,1
4251,416,4870,9,362.99,20.45,1024.41,3,9,0
4252,264,183,1,349.73,17.96,1731.89,4,2,0
4253,2552,105,1,445.62,21.84,854.39,13,2,0
4254,4045,3590,3,391.36,20.85,260.79,8,8,0
4255,2706,615,8,367.15,10.97,763.67,19,6,0
4256,3738,414,9,38.56,28.38,2474.65,4,2,0
4257,80,1042,2,62.2,15.25,1028.27,9,13,0
4258,3797,4967,1,273.72,29.16,1651.36,9,10,0
4259,1262,1319,4,169.22,11.43,49.1,14,14,0
4260,2820,4430,2,257.94,15.82,1571.01,14,12,0
4261,3873,655,9,365.79,17.52,2176.46,11,5,0
4262,4639,1252,9,165.96,16.9,1749.84,15,12,0
4263,4001,1623,5,432.14,19.85,77.94,10,6,0
4264,399,3736,5,217.49,8.59,73.27,11,6,0
4265,4559,1890,9,168.76,1.95,2662.54,18,14,0
4266,1191,2251,7,258.59,5.95,651.25,4,10,0
4267,3657,3712,2,258.7,16.81,2052.03,16,13,0
4268,4988,803,6,429.98,25.73,104.05,9,12,0
4269,3360,4444,6,99.62,14.25,921.47,11,7,0
4270,1005,2665,1,261.79,9.63,981.53,8,4,0
4271,1856,4708,2,406.65,21.94,2558.31,9,3,0
4272,4266,2242,2,335.7,11.86,2415.45,2,3,0
4273,2517,2687,1,280.49,24.66,2497.62,1,11,1
4274,2956,359,6,425.6,0.36,2825.94,5,13,1
4275,1699,2303,3,387.79,3.48,1122.63,8,4,0
4276,1844,4635,9,36.21,3.08,661.37,7,1,0
4277,4715,4675,8,226.87,1.05,2213.74,8,13,1
4278,2400,447,7,353.57,5.04,258.9,15,14,0
4279,1139,1563,5,321.65,29.61,2932.86,8,10,1
4280,3290,3224,3,172.25,14.45,2237.82,11,1,0
4281,958,881,7,222.23,12.67,862.4,2,7,0
4282,3786,1000,6,256.19,27.31,2375.21,4,2,0
4283,3433,2131,2,217.08,23.85,2735.32,19,13,0
4284,151,2215,5,372.15,8.17,465.49,10,6,1
4285,4821,1843,5,248.58,24.13,1985.5,5,6,0
4286,4369,703,3,399.84,2.48,438.13,12,14,0
4287,3545,3832,2,229.22,21.47,1709.41,9,3,0
4288,2497,2560,2,25.68,0.55,555.63,15,5,0
4289,4221,4616,5,430.32,6.31,1536.01,7,6,1
4290,2126,2838,1,368.17,26.62,1500.95,17,10,0
4291,4630,1192,6,90.18,11.2,902.66,12,11,0
4292,2831,1582,9,174.03,14.1,172.08,7,13,0
4293,4468,3922,1,37.0,19.41,2366.92,17,14,0
4294,2623,473,3,243.01,20.82,1431.1,14,11,0
4295,418,4560,5,231.14,4.37,2039.79,12,13,1
4296,2653,719,3,94.56,27.83,2620.91,7,6,0
4297,2134,2764,2,96.74,17.05,774.0,8,4,0
4298,71,3424,3,126.21,17.96,1740.13,9,2,0
4299,3379,897,7,356.05,19.22,2461.01,18,12,0
4300,2794,3896,7,167.03,25.59,2799.38,4,2,0
4301,4978,3883,5,292.1,6.31,214.78,14,4,0
4302,4360,3543,2,123.68,27.34,456.71,11,13,0
4303,3046,2211,1,430.89,23.42,374.39,12,14,0
4304,3329,4417,3,348.66,6.72,329.61,7,5,0
4305,4185,2796,7,494.11,23.96,2765.72,9,2,0
4306,2989,208,1,434.68,15.13,1923.53,7,8,0
4307,3631,3557,7,71.77,17.27,2629.51,15,10,1
4308,3712,813,6,354.66,29.78,1296.69,2,13,0
4309,4568,4643,4,146.27,0.39,2678.23,10,14,0
4310,2367,549,6,299.35,28.09,1912.92,2,12,0
4311,746,1601,4,325.5,21.76,2394.79,11,5,0
4312,4603,2359,5,377.79,10.45,1738.17,9,7,0
4313,3784,3746,3,256.67,21.88,903.24,6,6,0
4314,4738,21,9,189.93,6.08,1699.16,14,6,0
4315,4192,2062,1,472.9,15.4,2182.88,16,3,0
4316,1751,2194,7,170.91,24.48,2008.36,19,10,1
4317,3058,4952,5,150.08,6.28,1402.82,6,3,0
4318,4970,1571,9,160.05,16.82,73.59,13,2,0
4319,4579,573,2,413.11,1.27,1741.96,10,1,0
4320,604,4462,6,319.21,25.1,2777.59,3,7,1
4321,2516,2552,3,96.19,10.51,2777.21,20,13,1
4322,641,871,4,101.6,9.83,2582.86,1,10,0
4323,426,4454,4,60.37,7.69,1861.92,3,11,1
4324,4040,984,2,212.67,21.57,1533.08,19,14,1
4325,2027,3247,1,240.92,5.23,78.84,2,10,0
4326,1494,1838,3,178.6,1.02,1057.5,15,13,0
4327,3447,2407,8,199.59,8.35,2562.38,13,12,0
4328,2785,3090,3,307.1,19.89,483.97,13,4,0
4329,856,3497,1,275.87,1.51,2423.49,15,6,1
4330,1684,3288,4,222.19,12.81,821.1,12,5,0
4331,1185,236,9,250.7,24.2,1646.23,2,10,1
4332,2649,4956,6,397.36,12.81,883.85,1,7,1
4333,4857,2324,9,260.46,16.57,828.46,2,3,1
4334,2724,615,1,479.1,12.82,2618.69,12,10,0
4335,3272,2517,1,278.49,5.22,2076.64,14,12,0
4336,2768,3314,6,166.92,29.12,653.91,15,3,0
4337,4648,2724,3,472.08,5.71,1438.66,6,11,0
4338,3099,913,8,53.55,18.61,1542.62,10,11,0
4339,3501,4678,4,437.3,8.18,2191.34,8,13,0
4340,4170,3554,9,65.47,24.7,2043.65,14,1,0
4341,3480,3512,6,322.94,23.82,2024.69,5,4,1
4342,3103,3030,2,444.85,13.68,1148.18,20,8,0
4343,275,266,1,57.58,5.69,701.69,18,11,1
4344,824,4422,2,499.78,1.44,1513.01,13,8,0
4345,2974,3617,1,243.53,14.3,2267.45,11,7,0
4346,3033,898,8,247.79,4.92,2694.94,14,11,0
4347,3417,848,2,174.72,28.48,2203.33,3,7,0
4348,1911,4761,9,200.54,4.1,1191.49,1,14,0
4349,2998,731,9,230.33,7.07,2872.09,9,13,0
4350,1493,911,9,93.71,23.05,2601.08,18,5,0
4351,1324,3558,6,245.66,12.93,2715.55,8,2,1
4352,3906,3291,8,300.45,10.74,857.96,20,1,0
4353,4917,4241,3,17.64,10.88,2948.94,9,3,0
4354,4668,2023,9,373.73,15.89,816.42,19,6,0
