order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_cost,discount,tax_amount,sales_rep_id
3981,749,2023-11-29,Returned,Mobile Banking,Chattogram,11.07,0.2,6.81,56
3982,1808,2024-09-03,Cancelled,Card,Khulna,17.31,0.26,27.15,39
3983,1534,2023-04-18,Returned,Card,Chattogram,4.46,0.01,9.79,83
3984,3797,2023-11-17,Returned,Mobile Banking,Rajshahi,10.25,0.19,5.85,10
3985,2282,2025-03-15,Delivered,Card,Sylhet,37.11,0.25,25.31,39
3986,3423,2024-04-18,Pending,Mobile Banking,Rajshahi,34.66,0.08,4.77,83
3987,2210,2024-12-08,Delivered,Mobile Banking,Dhaka,38.72,0.06,18.87,31
3988,3663,2023-09-29,Returned,Cash,Rajshahi,9.1,0.14,25.62,78
3989,2739,2024-04-17,Pending,Cash,Chattogram,3.11,0.29,20.24,89
3990,292,2024-04-11,Returned,Mobile Banking,Dhaka,23.96,0.21,28.03,8
3991,4223,2024-02-08,Pending,Card,Chattogram,17.8,0.13,32.16,4
3992,2741,2025-01-24,Returned,Card,Sylhet,39.06,0.01,34.95,5
3993,1951,2023-08-12,Cancelled,Mobile Banking,Khulna,27.4,0.17,22.61,36
3994,2436,2023-04-22,Pending,Card,Sylhet,46.63,0.1,11.43,6
3995,2828,2024-03-30,Pending,Mobile Banking,Sylhet,4.0,0.06,20.63,60
3996,181,2023-10-15,Delivered,Cash,Sylhet,18.82,0.15,15.81,94
3997,1171,2024-03-28,Cancelled,Card,Chattogram,20.86,0.1,9.42,55
3998,2744,2023-12-07,Cancelled,Card,Khulna,7.17,0.01,21.4,83
3999,1136,2023-06-07,Cancelled,Cash,Chattogram,29.57,0.22,1.39,43
4000,1711,2024-10-21,Returned,Mobile Banking,Dhaka,2.97,0.22,24.42,82
4001,2345,2023-07-05,Returned,Card,Chattogram,35.92,0.19,32.95,21
4002,4787,2023-01-29,Pending,Cash,Sylhet,2.83,0.25,39.98,60
4003,4658,2024-02-12,Returned,Card,Rajshahi,43.8,0.06,36.91,43
4004,3975,2025-06-15,Returned,Cash,Rajshahi,4.19,0.09,4.05,54
4005,3504,2025-01-16,Pending,Card,Chattogram,23.36,0.14,6.92,81
4006,3951,2023-01-27,Delivered,Mobile Banking,Sylhet,8.61,0.02,5.98,31
4007,2359,2025-02-01,Returned,Card,Sylhet,7.52,0.27,22.55,85
4008,390,2024-06-16,Cancelled,Cash,Rajshahi,36.34,0.15,2.31,75
4009,3059,2023-04-02,Cancelled,Mobile Banking,Khulna,38.94,0.1,37.51,61
4010,4626,2023-06-21,Returned,Card,Khulna,37.22,0.14,2.94,80
4011,159,2023-04-24,Returned,Cash,Sylhet,20.8,0.1,15.95,73
4012,1680,2023-04-08,Pending,Cash,Dhaka,49.55,0.09,35.81,23
4013,3551,2023-09-12,Returned,Mobile Banking,Dhaka,17.66,0.13,37.96,23
4014,230,2023-01-22,Delivered,Card,Dhaka,13.02,0.14,18.88,52
4015,1726,2024-07-07,Pending,Mobile Banking,Dhaka,49.83,0.13,19.79,3
4016,3409,2023-05-01,Cancelled,Cash,Dhaka,48.89,0.16,25.63,49
4017,4788,2023-07-30,Pending,Cash,Rajshahi,30.0,0.24,16.6,70
4018,4229,2024-12-02,Returned,Card,Sylhet,11.24,0.02,13.32,20
4019,1681,2025-03-26,Returned,Cash,Chattogram,12.69,0.24,29.71,79
4020,1296,2024-10-09,Delivered,Mobile Banking,Rajshahi,26.52,0.07,24.02,30
4021,2581,2024-01-21,Delivered,Cash,Rajshahi,39.03,0.08,19.53,32
4022,3877,2023-10-11,Pending,Card,Sylhet,4.8,0.18,4.48,70
4023,2985,2025-06-18,Cancelled,Card,Khulna,34.7,0.29,3.22,31
4024,4917,2023-02-22,Pending,Cash,Rajshahi,6.05,0.01,20.68,16
4025,1824,2025-05-17,Pending,Mobile Banking,Rajshahi,42.36,0.2,24.97,29
4026,2329,2024-10-02,Delivered,Card,Chattogram,27.07,0.21,26.47,22
4027,359,2024-08-13,Pending,Cash,Dhaka,49.5,0.17,35.85,40
4028,1013,2024-04-05,Delivered,Cash,Rajshahi,37.9,0.0,32.74,28
4029,2895,2025-01-04,Delivered,Cash,Dhaka,25.36,0.18,6.06,79
4030,2696,2024-12-21,Pending,Mobile Banking,Sylhet,7.92,0.03,31.88,85
4031,4097,2025-05-05,Delivered,Mobile Banking,Rajshahi,27.58,0.02,27.21,8
4032,4042,2023-11-04,Returned,Mobile Banking,Chattogram,6.61,0.21,33.21,65
4033,2363,2023-11-29,Returned,Card,Chattogram,45.35,0.21,33.81,30
4034,1270,2023-08-01,Pending,Cash,Sylhet,12.27,0.27,14.15,58
4035,1264,2024-06-19,Cancelled,Mobile Banking,Dhaka,43.4,0.0,10.9,2
4036,3344,2023-07-09,Cancelled,Card,Khulna,15.89,0.11,22.33,24
4037,848,2023-07-03,Returned,Card,Sylhet,11.87,0.0,12.3,49
4038,4885,2023-08-02,Delivered,Card,Khulna,15.91,0.11,14.31,69
4039,2362,2023-04-03,Cancelled,Card,Chattogram,35.67,0.15,3.23,12
4040,3641,2024-02-12,Cancelled,Mobile Banking,Chattogram,26.74,0.16,39.66,5
4041,2187,2024-09-11,Pending,Card,Rajshahi,6.27,0.11,12.72,98
4042,498,2024-12-16,Pending,Mobile Banking,Chattogram,7.72,0.22,31.31,14
4043,2169,2023-10-03,Cancelled,Mobile Banking,Dhaka,19.55,0.12,39.73,76
4044,2412,2023-02-03,Cancelled,Mobile Banking,Chattogram,17.59,0.16,38.78,27
4045,1522,2025-02-21,Returned,Cash,Rajshahi,42.74,0.24,25.54,66
4046,4257,2025-03-29,Pending,Mobile Banking,Sylhet,29.04,0.05,21.78,49
4047,664,2023-09-02,Pending,Card,Rajshahi,10.15,0.1,12.72,100
4048,967,2024-09-30,Cancelled,Cash,Sylhet,2.39,0.16,34.53,45
4049,550,2025-02-10,Returned,Cash,Rajshahi,6.02,0.23,13.85,38
4050,1074,2023-11-05,Delivered,Cash,Chattogram,35.32,0.13,4.72,67
4051,4843,2024-10-15,Pending,Mobile Banking,Khulna,42.51,0.02,12.12,58
4052,2137,2024-12-05,Pending,Mobile Banking,Dhaka,39.34,0.3,12.95,100
4053,893,2024-02-21,Cancelled,Cash,Khulna,39.7,0.21,28.88,72
4054,2769,2024-01-15,Cancelled,Card,Dhaka,13.79,0.22,7.2,66
4055,1249,2023-02-19,Delivered,Cash,Chattogram,49.47,0.14,13.02,54
4056,2434,2023-08-27,Pending,Mobile Banking,Rajshahi,5.23,0.16,3.53,29
4057,1191,2023-08-23,Returned,Mobile Banking,Rajshahi,41.23,0.3,34.01,89
4058,1738,2023-11-15,Returned,Card,Sylhet,5.74,0.18,29.13,4
4059,654,2024-07-15,Cancelled,Card,Khulna,14.11,0.07,17.78,55
4060,337,2023-04-03,Returned,Cash,Dhaka,25.28,0.29,17.49,10
4061,4686,2025-01-29,Returned,Mobile Banking,Rajshahi,3.61,0.16,7.07,44
4062,435,2023-11-26,Cancelled,Cash,Chattogram,20.31,0.01,15.69,81
4063,1272,2024-02-24,Delivered,Card,Rajshahi,18.16,0.17,36.32,65
4064,4583,2024-04-06,Delivered,Cash,Sylhet,32.71,0.02,5.98,3
4065,1832,2023-12-08,Pending,Cash,Rajshahi,36.18,0.16,30.72,62
4066,1501,2023-08-30,Cancelled,Mobile Banking,Chattogram,5.43,0.25,2.36,94
4067,2157,2024-08-31,Cancelled,Mobile Banking,Rajshahi,2.87,0.16,12.81,5
4068,1768,2024-04-20,Pending,Mobile Banking,Dhaka,39.02,0.11,33.95,44
4069,4639,2024-09-03,Returned,Cash,Dhaka,26.87,0.26,18.08,11
4070,805,2024-04-28,Delivered,Mobile Banking,Rajshahi,27.2,0.28,28.26,73
4071,1993,2024-02-29,Pending,Mobile Banking,Chattogram,49.06,0.1,4.59,47
4072,4779,2025-05-15,Pending,Card,Chattogram,22.45,0.15,27.5,14
4073,3181,2023-08-15,Pending,Mobile Banking,Rajshahi,10.61,0.29,32.85,19
4074,2312,2023-06-04,Delivered,Card,Chattogram,34.35,0.05,32.31,13
4075,4386,2024-06-25,Returned,Cash,Dhaka,40.97,0.09,17.84,21
4076,4241,2023-06-09,Delivered,Cash,Dhaka,25.62,0.13,36.21,63
4077,529,2023-07-30,Cancelled,Mobile Banking,Dhaka,34.9,0.03,23.21,39
4078,2386,2025-02-28,Cancelled,Card,Sylhet,26.18,0.08,32.81,66
4079,1589,2024-12-25,Pending,Mobile Banking,Khulna,20.96,0.16,8.93,30
4080,3983,2024-08-03,Cancelled,Card,Dhaka,2.68,0.07,8.8,23
4081,1645,2024-10-22,Delivered,Mobile Banking,Rajshahi,9.51,0.21,30.3,64
4082,1593,2024-05-03,Cancelled,Card,Sylhet,24.51,0.1,26.04,27
4083,3732,2023-09-13,Cancelled,Card,Rajshahi,20.43,0.03,27.21,1
4084,3609,2023-02-25,Returned,Cash,Chattogram,42.3,0.23,9.84,71
4085,78,2025-05-01,Delivered,Card,Khulna,6.31,0.17,16.29,66
4086,4195,2025-01-11,Cancelled,Cash,Sylhet,3.46,0.25,10.71,23
4087,2694,2023-06-08,Delivered,Mobile Banking,Chattogram,5.27,0.11,3.19,95
4088,1339,2025-05-18,Cancelled,Mobile Banking,Chattogram,34.23,0.01,8.56,29
4089,3295,2023-04-05,Returned,Card,Dhaka,30.13,0.01,39.81,14
4090,3024,2023-08-27,Cancelled,Cash,Rajshahi,31.98,0.24,9.74,60
4091,4972,2024-11-13,Pending,Cash,Chattogram,8.69,0.12,6.79,43
4092,2821,2023-08-04,Returned,Mobile Banking,Chattogram,26.3,0.29,28.03,5
4093,4875,2024-03-13,Cancelled,Cash,Chattogram,38.62,0.25,24.28,75
4094,3926,2025-01-27,Pending,Cash,Khulna,34.51,0.0,29.97,33
4095,2088,2023-05-26,Cancelled,Mobile Banking,Sylhet,22.5,0.26,26.32,93
4096,4572,2024-05-22,Pending,Cash,Dhaka,6.07,0.06,9.31,70
4097,1138,2025-03-07,Returned,Mobile Banking,Sylhet,43.66,0.15,20.29,7
4098,679,2023-05-04,Cancelled,Cash,Chattogram,26.78,0.15,7.48,45
4099,4934,2024-12-01,Delivered,Card,Khulna,44.59,0.02,10.51,10
4100,4628,2025-03-29,Cancelled,Mobile Banking,Chattogram,22.5,0.04,39.48,84
4101,230,2023-11-28,Delivered,Mobile Banking,Rajshahi,12.61,0.13,29.28,73
4102,2829,2023-09-25,Returned,Mobile Banking,Sylhet,16.06,0.19,31.42,17
4103,2124,2024-08-27,Delivered,Card,Dhaka,21.49,0.08,1.69,100
4104,2313,2023-07-08,Pending,Mobile Banking,Khulna,31.1,0.16,15.59,6
4105,3333,2024-08-05,Delivered,Card,Sylhet,38.68,0.11,22.43,55
4106,1393,2023-05-24,Returned,Cash,Chattogram,12.89,0.19,6.41,1
4107,3736,2023-05-08,Returned,Card,Dhaka,10.2,0.13,34.02,11
4108,2025,2024-06-07,Delivered,Mobile Banking,Khulna,10.93,0.26,6.01,17
4109,4178,2025-04-09,Pending,Card,Chattogram,46.79,0.3,25.64,57
4110,1661,2024-12-25,Returned,Card,Chattogram,9.03,0.27,22.35,39
4111,230,2023-12-28,Cancelled,Card,Sylhet,17.94,0.05,34.05,73
4112,2694,2024-07-25,Returned,Card,Chattogram,24.81,0.14,12.82,16
4113,1622,2025-04-28,Cancelled,Cash,Chattogram,28.25,0.14,11.72,53
4114,1579,2025-03-06,Delivered,Cash,Khulna,43.05,0.25,33.93,91
4115,3788,2025-04-11,Pending,Cash,Chattogram,6.53,0.11,9.25,5
4116,281,2024-08-29,Cancelled,Mobile Banking,Rajshahi,6.29,0.16,29.97,8
4117,2516,2023-03-13,Pending,Card,Rajshahi,16.5,0.18,8.05,73
4118,4626,2024-09-13,Pending,Cash,Dhaka,21.25,0.03,35.09,58
4119,2456,2023-10-09,Delivered,Mobile Banking,Rajshahi,19.32,0.17,33.64,13
4120,4319,2024-02-28,Returned,Mobile Banking,Rajshahi,20.2,0.07,31.6,3
4121,769,2025-05-27,Returned,Card,Sylhet,42.72,0.06,19.91,27
4122,3087,2024-03-14,Returned,Card,Rajshahi,42.0,0.08,1.84,50
4123,546,2024-09-15,Pending,Card,Chattogram,40.47,0.03,5.73,54
4124,3252,2023-06-08,Returned,Card,Sylhet,38.01,0.02,18.54,56
4125,4247,2024-12-23,Returned,Card,Rajshahi,2.98,0.19,2.22,20
4126,4863,2025-06-12,Delivered,Card,Chattogram,8.32,0.28,3.01,97
4127,14,2023-09-08,Returned,Cash,Dhaka,36.88,0.21,5.46,13
4128,1402,2023-11-23,Pending,Cash,Sylhet,30.15,0.09,10.8,88
4129,2255,2024-09-16,Delivered,Card,Chattogram,34.02,0.1,30.1,50
4130,2667,2024-05-31,Returned,Mobile Banking,Sylhet,36.13,0.16,2.4,88
4131,2783,2024-10-14,Cancelled,Cash,Dhaka,45.66,0.26,39.35,84
4132,4876,2023-12-04,Returned,Card,Dhaka,32.12,0.06,11.32,27
4133,1099,2025-01-24,Pending,Cash,Sylhet,14.5,0.14,13.15,18
4134,3205,2024-09-22,Delivered,Mobile Banking,Chattogram,5.07,0.15,10.29,28
4135,431,2025-03-28,Returned,Mobile Banking,Khulna,22.17,0.28,24.29,100
4136,795,2024-10-01,Cancelled,Cash,Sylhet,35.78,0.16,1.27,97
4137,3967,2023-03-25,Returned,Card,Khulna,14.81,0.23,4.2,58
4138,3508,2025-01-25,Delivered,Card,Chattogram,6.88,0.03,4.4,32
4139,208,2023-04-23,Delivered,Card,Rajshahi,49.94,0.1,26.75,7
4140,2152,2024-11-06,Delivered,Mobile Banking,Sylhet,21.52,0.18,13.52,15
4141,2512,2024-01-04,Delivered,Mobile Banking,Dhaka,11.6,0.2,17.78,78
4142,4566,2024-09-18,Delivered,Mobile Banking,Rajshahi,9.06,0.27,38.02,35
4143,580,2023-04-14,Pending,Mobile Banking,Chattogram,43.28,0.18,8.4,52
4144,4346,2023-06-29,Cancelled,Cash,Dhaka,41.16,0.09,3.27,40
4145,4699,2023-10-16,Cancelled,Card,Sylhet,31.05,0.16,17.94,95
4146,2831,2024-03-23,Cancelled,Card,Chattogram,27.81,0.21,6.98,50
4147,4499,2023-08-20,Pending,Cash,Sylhet,47.62,0.24,6.21,95
4148,2767,2023-11-21,Delivered,Cash,Rajshahi,12.19,0.28,16.7,90
4149,2989,2023-12-18,Returned,Card,Sylhet,21.35,0.06,26.95,89
4150,4106,2024-10-31,Pending,Card,Dhaka,2.21,0.2,10.09,70
4151,1634,2024-08-30,Delivered,Cash,Sylhet,21.51,0.06,35.1,27
4152,4095,2023-08-19,Pending,Cash,Rajshahi,19.83,0.1,14.82,32
4153,1521,2023-11-20,Returned,Mobile Banking,Rajshahi,47.53,0.04,37.39,12
4154,3482,2025-02-28,Returned,Cash,Dhaka,18.55,0.23,19.95,60
4155,3349,2025-04-06,Cancelled,Cash,Khulna,41.9,0.27,29.21,30
4156,96,2023-09-21,Pending,Mobile Banking,Khulna,38.56,0.01,34.04,24
4157,3885,2024-03-25,Returned,Card,Sylhet,8.22,0.24,21.42,88
4158,3511,2024-07-02,Delivered,Mobile Banking,Rajshahi,48.17,0.07,34.09,86
4159,1532,2024-09-02,Cancelled,Cash,Chattogram,31.92,0.15,15.43,4
4160,4876,2025-01-10,Returned,Cash,Chattogram,30.23,0.22,14.85,83
4161,615,2023-11-08,Cancelled,Card,Rajshahi,1.57,0.15,31.87,89
4162,4938,2023-07-08,Delivered,Card,Chattogram,35.26,0.07,10.03,5
4163,3487,2024-08-20,Delivered,Mobile Banking,Dhaka,3.73,0.27,28.82,4
4164,4227,2023-03-06,Pending,Card,Sylhet,10.08,0.18,3.54,93
4165,2146,2024-09-06,Delivered,Cash,Rajshahi,5.83,0.28,25.61,9
4166,1060,2024-03-01,Delivered,Card,Sylhet,19.53,0.25,37.71,51
4167,3018,2024-09-15,Delivered,Cash,Dhaka,39.99,0.26,18.53,40
4168,1773,2023-12-19,Cancelled,Card,Chattogram,35.66,0.11,16.93,53
4169,1995,2024-08-02,Delivered,Mobile Banking,Rajshahi,6.23,0.3,21.85,98
4170,1667,2023-05-17,Cancelled,Card,Dhaka,40.12,0.26,28.92,72
4171,2742,2023-05-16,Returned,Cash,Dhaka,23.58,0.1,14.67,75
4172,4124,2023-11-10,Returned,Mobile Banking,Sylhet,2.6,0.27,0.51,98
4173,2717,2024-12-26,Cancelled,Mobile Banking,Rajshahi,11.97,0.23,20.33,96
4174,522,2024-05-11,Cancelled,Card,Sylhet,39.47,0.22,17.06,32
4175,923,2025-05-23,Delivered,Card,Sylhet,36.93,0.0,21.54,49
4176,4031,2025-01-22,Delivered,Mobile Banking,Dhaka,10.23,0.01,28.75,5
4177,4205,2023-11-06,Cancelled,Mobile Banking,Sylhet,2.86,0.21,11.69,32
4178,4926,2024-08-19,Pending,Cash,Chattogram,15.46,0.08,20.46,5
4179,2656,2024-07-13,Pending,Mobile Banking,Chattogram,39.95,0.02,10.51,96
4180,4754,2024-03-13,Pending,Mobile Banking,Dhaka,46.98,0.09,18.64,65
4181,1205,2023-12-27,Returned,Mobile Banking,Sylhet,29.07,0.25,14.11,70
4182,4306,2023-06-05,Delivered,Mobile Banking,Chattogram,5.46,0.14,15.08,25
4183,3121,2024-09-04,Cancelled,Cash,Khulna,25.6,0.18,23.38,27
4184,1497,2024-01-01,Returned,Mobile Banking,Khulna,49.94,0.24,27.74,78
4185,4762,2023-03-22,Returned,Cash,Sylhet,46.99,0.1,1.0,73
4186,4869,2024-10-01,Delivered,Mobile Banking,Dhaka,49.67,0.0,35.13,28
4187,329,2024-11-01,Cancelled,Cash,Chattogram,35.27,0.1,14.89,88
4188,3992,2023-08-25,Pending,Cash,Rajshahi,21.88,0.29,25.92,63
4189,1465,2024-02-01,Delivered,Card,Rajshahi,44.76,0.14,5.33,73
4190,3193,2023-02-28,Returned,Cash,Chattogram,44.86,0.17,23.07,36
4191,2035,2023-08-25,Returned,Cash,Sylhet,8.07,0.23,27.3,56
4192,3591,2024-05-24,Returned,Cash,Khulna,38.99,0.03,6.72,34
4193,503,2023-12-04,Returned,Card,Khulna,46.05,0.22,36.53,67
4194,489,2024-04-16,Pending,Cash,Chattogram,45.03,0.09,30.42,21
4195,3838,2024-02-19,Cancelled,Card,Khulna,35.63,0.12,21.59,39
4196,1427,2023-10-16,Pending,Cash,Chattogram,27.33,0.08,7.06,37
4197,1600,2024-01-09,Returned,Cash,Dhaka,39.06,0.05,34.69,42
4198,1835,2023-11-05,Cancelled,Cash,Khulna,26.29,0.11,3.21,36
4199,4761,2024-08-29,Delivered,Cash,Sylhet,16.74,0.03,5.05,66
4200,1041,2023-05-02,Delivered,Mobile Banking,Khulna,13.69,0.25,28.08,17
4201,39,2023-12-13,Pending,Mobile Banking,Chattogram,27.49,0.09,10.53,54
4202,2713,2024-09-24,Delivered,Mobile Banking,Rajshahi,23.34,0.2,18.64,29
4203,2915,2023-02-05,Returned,Cash,Khulna,26.7,0.09,21.79,25
4204,39,2024-12-25,Cancelled,Mobile Banking,Chattogram,13.77,0.06,18.6,21
4205,187,2024-03-28,Cancelled,Card,Khulna,29.94,0.21,3.81,19
4206,750,2024-04-03,Pending,Cash,Khulna,33.44,0.19,29.63,29
4207,2832,2023-08-14,Cancelled,Mobile Banking,Khulna,40.54,0.07,9.98,3
4208,2410,2025-06-09,Delivered,Card,Rajshahi,29.91,0.18,29.67,76
4209,4558,2025-03-12,Pending,Card,Chattogram,38.05,0.0,34.68,55
4210,669,2024-01-12,Returned,Cash,Dhaka,9.3,0.05,21.69,51
4211,2754,2024-07-26,Pending,Cash,Sylhet,6.93,0.22,28.4,90
4212,4874,2023-07-07,Delivered,Card,Rajshahi,9.8,0.12,1.96,39
4213,2050,2025-01-21,Delivered,Card,Sylhet,42.47,0.06,1.95,31
4214,3547,2023-01-03,Delivered,Cash,Sylhet,28.25,0.15,8.29,72
4215,4749,2023-01-06,Pending,Card,Dhaka,23.31,0.14,14.66,35
4216,182,2024-02-08,Pending,Mobile Banking,Khulna,38.35,0.19,7.72,69
4217,3242,2025-02-10,Cancelled,Mobile Banking,Dhaka,7.08,0.02,25.58,27
4218,977,2024-09-04,Pending,Card,Sylhet,1.3,0.25,11.44,26
4219,2355,2023-11-05,Returned,Card,Rajshahi,16.24,0.02,33.91,27
4220,2924,2023-12-25,Pending,Cash,Sylhet,13.2,0.14,22.64,13
4221,2097,2025-04-18,Cancelled,Mobile Banking,Sylhet,16.06,0.21,15.43,23
4222,1446,2024-05-22,Returned,Mobile Banking,Dhaka,48.7,0.1,35.78,65
4223,1309,2024-04-09,Returned,Mobile Banking,Chattogram,28.82,0.27,33.22,92
4224,380,2024-11-08,Pending,Mobile Banking,Sylhet,29.87,0.23,32.89,79
4225,1856,2024-11-06,Cancelled,Mobile Banking,Chattogram,33.13,0.13,29.27,77
4226,4887,2025-03-12,Cancelled,Mobile Banking,Khulna,20.49,0.06,24.76,69
4227,4600,2024-06-01,Returned,Cash,Sylhet,48.97,0.01,14.99,90
4228,4880,2024-01-19,Returned,Card,Dhaka,48.69,0.24,17.19,71
4229,556,2024-05-04,Cancelled,Mobile Banking,Khulna,38.69,0.06,26.06,99
4230,4668,2024-06-22,Delivered,Cash,Rajshahi,11.37,0.08,7.33,22
4231,1223,2024-07-04,Delivered,Cash,Sylhet,44.13,0.0,33.2,73
4232,109,2024-05-03,Pending,Card,Dhaka,5.95,0.01,37.58,1
4233,65,2023-11-03,Cancelled,Card,Sylhet,31.86,0.07,4.37,15
4234,3201,2023-10-02,Returned,Card,Dhaka,23.4,0.26,1.39,53
4235,2316,2024-08-30,Delivered,Card,Dhaka,2.92,0.23,6.14,94
4236,1433,2025-05-05,Returned,Card,Chattogram,45.29,0.23,30.52,67
4237,2135,2023-06-11,Returned,Cash,Sylhet,48.09,0.25,4.76,70
4238,4063,2024-08-23,Cancelled,Card,Dhaka,45.46,0.06,15.2,95
4239,3928,2023-09-04,Returned,Cash,Dhaka,10.43,0.29,2.99,5
4240,3466,2024-06-19,Cancelled,Mobile Banking,Khulna,17.32,0.07,17.59,68
4241,2498,2024-10-26,Returned,Mobile Banking,Sylhet,47.83,0.04,24.35,56
4242,2977,2025-04-23,Delivered,Card,Khulna,6.21,0.09,25.33,25
4243,741,2025-05-11,Cancelled,Mobile Banking,Chattogram,29.58,0.16,21.0,75
4244,471,2023-08-31,Returned,Cash,Chattogram,24.79,0.04,37.56,62
4245,1666,2024-12-10,Pending,Mobile Banking,Dhaka,8.44,0.22,21.48,43
4246,3716,2023-01-30,Pending,Mobile Banking,Dhaka,44.44,0.11,34.44,14
4247,3991,2024-04-25,Pending,Mobile Banking,Dhaka,7.57,0.17,39.72,89
4248,4861,2024-12-19,Pending,Mobile Banking,Sylhet,30.04,0.22,9.57,52
4249,110,2023-08-09,Delivered,Cash,Sylhet,16.59,0.27,10.99,27
4250,3881,2024-07-19,Delivered,Mobile Banking,Rajshahi,21.48,0.25,21.11,93
4251,4390,2024-01-06,Pending,Card,Dhaka,11.36,0.16,7.7,52
4252,2263,2023-03-19,Returned,Cash,Khulna,31.61,0.3,22.78,1
4253,960,2023-04-30,Delivered,Card,Rajshahi,49.45,0.16,27.53,46
4254,1560,2025-03-03,Pending,Cash,Sylhet,41.84,0.16,2.89,5
4255,1117,2025-01-18,Delivered,Mobile Banking,Sylhet,34.48,0.05,27.42,62
4256,681,2024-05-24,Delivered,Cash,Dhaka,38.06,0.04,6.8,56
4257,1052,2025-06-11,Returned,Card,Khulna,42.13,0.05,12.32,64
4258,3774,2025-02-11,Returned,Card,Khulna,24.15,0.18,29.68,21
4259,4362,2024-05-28,Cancelled,Cash,Chattogram,28.79,0.12,6.96,98
4260,4992,2024-01-02,Returned,Card,Dhaka,44.88,0.12,21.5,66
4261,4381,2023-03-21,Pending,Card,Sylhet,35.1,0.04,23.77,45
4262,1951,2023-12-25,Cancelled,Cash,Dhaka,7.67,0.11,6.99,60
4263,4695,2023-07-10,Pending,Mobile Banking,Dhaka,39.2,0.11,11.35,18
4264,4763,2024-09-27,Returned,Mobile Banking,Chattogram,2.11,0.19,24.46,15
4265,1929,2024-11-24,Returned,Mobile Banking,Chattogram,42.53,0.12,18.72,46
4266,2068,2024-09-27,Delivered,Card,Rajshahi,39.63,0.13,26.57,33
4267,3836,2023-01-17,Pending,Card,Dhaka,41.71,0.08,34.26,11
4268,1909,2023-01-31,Cancelled,Mobile Banking,Sylhet,2.16,0.04,5.83,51
4269,1372,2025-06-15,Returned,Cash,Chattogram,48.65,0.09,3.29,93
4270,4146,2023-05-14,Cancelled,Mobile Banking,Rajshahi,31.09,0.01,26.84,29
4271,2115,2023-08-11,Returned,Cash,Rajshahi,40.2,0.06,30.94,8
4272,2961,2023-03-11,Returned,Card,Rajshahi,28.76,0.1,18.25,65
4273,3171,2025-03-14,Delivered,Card,Sylhet,17.65,0.04,16.06,30
4274,4757,2024-01-27,Cancelled,Mobile Banking,Chattogram,15.51,0.2,24.07,53
4275,1993,2023-04-03,Returned,Cash,Khulna,4.43,0.08,22.28,74
4276,3232,2023-03-14,Returned,Cash,Sylhet,27.58,0.18,19.86,6
4277,4124,2023-05-18,Delivered,Mobile Banking,Dhaka,8.04,0.19,32.84,45
4278,2514,2023-01-24,Returned,Cash,Khulna,28.81,0.13,7.35,63
4279,1862,2024-03-22,Delivered,Card,Sylhet,31.62,0.13,27.41,1
4280,1222,2023-06-17,Delivered,Cash,Chattogram,22.66,0.17,29.78,9
4281,2314,2025-02-08,Delivered,Card,Rajshahi,8.66,0.08,36.1,50
4282,770,2023-10-03,Returned,Mobile Banking,Sylhet,22.2,0.01,37.83,52
4283,3563,2023-10-16,Delivered,Cash,Dhaka,44.05,0.19,20.56,55
4284,1433,2023-01-14,Cancelled,Mobile Banking,Dhaka,23.44,0.18,17.63,16
4285,1958,2024-04-24,Cancelled,Mobile Banking,Dhaka,17.79,0.14,20.4,3
4286,2305,2024-03-13,Cancelled,Cash,Khulna,31.86,0.26,29.44,42
4287,1360,2023-02-24,Cancelled,Cash,Rajshahi,31.32,0.15,1.18,2
4288,4954,2023-10-20,Delivered,Cash,Sylhet,5.44,0.09,7.38,60
4289,1257,2024-12-28,Pending,Card,Khulna,12.59,0.21,36.35,72
4290,73,2023-12-27,Returned,Mobile Banking,Sylhet,25.23,0.29,8.22,94
4291,1183,2023-03-25,Returned,Card,Chattogram,18.95,0.22,9.53,18
4292,483,2024-01-04,Pending,Mobile Banking,Chattogram,16.68,0.27,37.61,61
4293,1240,2023-06-10,Pending,Mobile Banking,Sylhet,22.84,0.03,12.12,59
4294,2243,2025-06-14,Returned,Card,Khulna,15.23,0.04,11.97,3
4295,3384,2023-11-02,Returned,Mobile Banking,Dhaka,18.03,0.05,36.99,6
4296,403,2024-04-20,Pending,Card,Khulna,38.91,0.21,15.32,13
4297,765,2024-04-03,Cancelled,Cash,Khulna,26.0,0.12,20.01,15
4298,1836,2025-01-09,Delivered,Mobile Banking,Sylhet,43.77,0.14,22.64,86
4299,2590,2024-08-18,Returned,Card,Khulna,47.48,0.08,34.8,83
4300,804,2024-12-10,Returned,Cash,Chattogram,46.18,0.22,3.56,44
4301,4202,2023-07-19,Returned,Mobile Banking,Sylhet,13.43,0.25,10.8,8
4302,4218,2023-12-01,Cancelled,Mobile Banking,Sylhet,24.17,0.05,23.69,78
4303,3003,2023-12-08,Cancelled,Mobile Banking,Sylhet,27.22,0.06,17.67,87
4304,2763,2023-06-28,Returned,Mobile Banking,Khulna,42.76,0.1,11.49,25
4305,2820,2024-03-25,Cancelled,Cash,Rajshahi,28.39,0.08,16.68,33
4306,3125,2024-12-01,Returned,Mobile Banking,Dhaka,13.38,0.16,38.67,65
